age,job,marital_status,education,balance_eur,housing_loan,personal_loan,communication_type,contacts_this_campaign,days_since_previous_contact,contacts_before_campaign,previous_campaign_outcome,subscribed,call_duration_minutes,days_since_previous_contact_nan,contacts_before_campaign_nan,date,weekday,month,was_contacted_before,job_group,has_loan,has_both_loan
45,admin.,Married,secondary,5021,0,0,cellular,1,-1,0,unknown,1,3.8833333333333333,,,2010-01-14,Thursday,January,0,Admin/Mgmt/Tech,0,0
32,admin.,Married,secondary,51,1,1,cellular,1,87,2,other,1,3.3833333333333333,87.0,2.0,2010-01-14,Thursday,January,1,Admin/Mgmt/Tech,1,1
49,technician,Married,primary,1569,0,0,cellular,1,196,1,other,0,7.833333333333333,196.0,1.0,2010-01-14,Thursday,January,1,Admin/Mgmt/Tech,0,0
36,admin.,Single,secondary,592,0,0,cellular,7,93,7,success,0,1.6,93.0,7.0,2010-01-14,Thursday,January,1,Admin/Mgmt/Tech,0,0
36,admin.,Married,unknown,991,0,0,cellular,2,-1,0,unknown,1,9.816666666666666,,,2010-01-14,Thursday,January,0,Admin/Mgmt/Tech,0,0
33,services,Single,secondary,133,0,0,cellular,2,274,1,success,1,5.083333333333333,274.0,1.0,2010-01-14,Thursday,January,1,Blue-collar/Service,0,0
32,technician,Single,tertiary,471,0,0,cellular,1,-1,0,unknown,0,1.1166666666666667,,,2010-01-14,Thursday,January,0,Admin/Mgmt/Tech,0,0
64,housemaid,Married,primary,768,0,0,cellular,1,-1,0,unknown,1,6.183333333333334,,,2010-01-14,Thursday,January,0,Blue-collar/Service,0,0
37,self-employed,Married,tertiary,11387,0,0,cellular,1,225,2,other,0,2.55,225.0,2.0,2010-01-14,Thursday,January,1,Entrepreneur/Self-employed,0,0
30,management,Single,tertiary,536,0,0,cellular,2,91,2,success,1,6.033333333333333,91.0,2.0,2010-01-14,Thursday,January,1,Admin/Mgmt/Tech,0,0
59,services,Single,secondary,739,0,0,cellular,1,-1,0,unknown,1,6.8,,,2010-01-14,Thursday,January,0,Blue-collar/Service,0,0
50,admin.,Married,secondary,2955,0,0,cellular,1,-1,0,unknown,0,2.7666666666666666,,,2010-01-14,Thursday,January,0,Admin/Mgmt/Tech,0,0
32,admin.,Married,secondary,366,0,0,cellular,2,-1,0,unknown,1,6.1,,,2010-01-14,Thursday,January,0,Admin/Mgmt/Tech,0,0
60,retired,Single,tertiary,979,1,0,cellular,3,347,1,failure,1,4.916666666666667,347.0,1.0,2010-01-15,Friday,January,1,Student/Retired/Unemployed,1,0
39,management,Married,tertiary,2939,0,0,cellular,2,-1,0,unknown,1,5.8,,,2010-01-15,Friday,January,0,Admin/Mgmt/Tech,0,0
68,retired,Married,primary,0,0,0,telephone,1,-1,0,unknown,0,13.566666666666666,,,2010-01-15,Friday,January,0,Student/Retired/Unemployed,0,0
37,management,Married,tertiary,0,0,0,cellular,2,196,1,other,1,7.1,196.0,1.0,2010-01-15,Friday,January,1,Admin/Mgmt/Tech,0,0
65,retired,Married,primary,2173,0,0,cellular,4,276,1,failure,0,9.05,276.0,1.0,2010-01-15,Friday,January,1,Student/Retired/Unemployed,0,0
38,services,Married,secondary,282,0,0,cellular,3,-1,0,unknown,0,6.0,,,2010-01-15,Friday,January,0,Blue-collar/Service,0,0
37,admin.,Single,secondary,4803,0,0,cellular,2,-1,0,unknown,1,6.6,,,2010-01-15,Friday,January,0,Admin/Mgmt/Tech,0,0
55,management,Married,tertiary,7803,0,0,cellular,1,-1,0,unknown,1,7.35,,,2010-01-15,Friday,January,0,Admin/Mgmt/Tech,0,0
66,retired,Married,secondary,154,0,0,telephone,2,-1,0,unknown,0,1.1,,,2010-01-15,Friday,January,0,Student/Retired/Unemployed,0,0
26,admin.,Single,secondary,1099,0,0,cellular,2,225,13,other,0,1.65,225.0,13.0,2010-01-15,Friday,January,1,Admin/Mgmt/Tech,0,0
40,technician,Single,tertiary,226,0,0,cellular,2,-1,0,unknown,0,2.933333333333333,,,2010-01-15,Friday,January,0,Admin/Mgmt/Tech,0,0
30,management,Single,tertiary,720,0,0,cellular,4,210,4,other,1,21.083333333333332,210.0,4.0,2010-01-15,Friday,January,1,Admin/Mgmt/Tech,0,0
35,blue-collar,Single,tertiary,1830,0,0,cellular,4,93,2,failure,0,1.3,93.0,2.0,2010-01-15,Friday,January,1,Blue-collar/Service,0,0
85,retired,Married,primary,1255,0,0,cellular,3,-1,0,unknown,1,3.8833333333333333,,,2010-01-15,Friday,January,0,Student/Retired/Unemployed,0,0
28,management,Married,tertiary,893,0,0,cellular,2,94,2,success,0,3.4,94.0,2.0,2010-01-18,Monday,January,1,Admin/Mgmt/Tech,0,0
57,management,Married,tertiary,1318,0,0,cellular,2,94,3,success,0,1.5166666666666666,94.0,3.0,2010-01-18,Monday,January,1,Admin/Mgmt/Tech,0,0
79,retired,Married,primary,8556,0,0,telephone,2,272,2,success,1,5.433333333333334,272.0,2.0,2010-01-18,Monday,January,1,Student/Retired/Unemployed,0,0
58,unknown,Married,tertiary,327,0,0,telephone,4,-1,0,unknown,0,2.066666666666667,,,2010-01-18,Monday,January,0,Unknown,0,0
20,student,Single,unknown,167,0,0,cellular,1,-1,0,unknown,0,3.95,,,2010-01-18,Monday,January,0,Student/Retired/Unemployed,0,0
64,retired,Married,secondary,588,0,0,cellular,1,91,2,failure,1,6.1,91.0,2.0,2010-01-18,Monday,January,1,Student/Retired/Unemployed,0,0
42,technician,Married,secondary,994,1,0,cellular,1,67,9,success,1,7.55,67.0,9.0,2010-01-18,Monday,January,1,Admin/Mgmt/Tech,1,0
27,student,Single,secondary,2245,0,0,cellular,1,-1,0,unknown,0,2.716666666666667,,,2010-01-18,Monday,January,0,Student/Retired/Unemployed,0,0
47,blue-collar,Married,secondary,820,0,0,cellular,1,91,1,success,1,4.366666666666666,91.0,1.0,2010-01-18,Monday,January,1,Blue-collar/Service,0,0
37,management,Married,tertiary,539,0,0,cellular,2,115,3,failure,0,9.0,115.0,3.0,2010-01-18,Monday,January,1,Admin/Mgmt/Tech,0,0
21,student,Single,primary,423,0,0,telephone,5,285,5,success,1,4.783333333333333,285.0,5.0,2010-01-18,Monday,January,1,Student/Retired/Unemployed,0,0
63,housemaid,Married,tertiary,1528,0,0,cellular,2,95,3,success,0,5.15,95.0,3.0,2010-01-18,Monday,January,1,Blue-collar/Service,0,0
66,retired,Married,secondary,203,0,0,cellular,1,195,1,success,1,5.883333333333334,195.0,1.0,2010-01-18,Monday,January,1,Student/Retired/Unemployed,0,0
28,management,Single,tertiary,3053,0,0,telephone,4,-1,0,unknown,0,2.75,,,2010-01-18,Monday,January,0,Admin/Mgmt/Tech,0,0
19,student,Single,primary,103,0,0,cellular,2,95,4,failure,0,2.95,95.0,4.0,2010-01-18,Monday,January,1,Student/Retired/Unemployed,0,0
31,management,Married,tertiary,460,1,0,unknown,1,-1,0,unknown,0,0.38333333333333336,,,2010-01-22,Friday,January,0,Admin/Mgmt/Tech,1,0
46,admin.,Single,secondary,1693,1,0,cellular,1,97,1,success,0,2.283333333333333,97.0,1.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,1,0
42,admin.,Married,secondary,383,0,0,cellular,1,-1,0,unknown,0,2.433333333333333,,,2010-01-25,Monday,January,0,Admin/Mgmt/Tech,0,0
76,retired,Married,tertiary,2991,0,0,cellular,1,95,2,success,0,3.25,95.0,2.0,2010-01-25,Monday,January,1,Student/Retired/Unemployed,0,0
61,retired,Married,secondary,86,0,0,cellular,1,94,1,success,1,10.65,94.0,1.0,2010-01-25,Monday,January,1,Student/Retired/Unemployed,0,0
62,retired,Married,secondary,243,0,0,cellular,1,280,1,success,0,1.95,280.0,1.0,2010-01-25,Monday,January,1,Student/Retired/Unemployed,0,0
39,management,Married,tertiary,1802,0,0,cellular,2,97,2,failure,0,2.15,97.0,2.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
37,management,Single,tertiary,2163,0,0,cellular,1,234,1,failure,0,1.9,234.0,1.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
74,retired,Married,tertiary,2575,0,0,cellular,2,161,1,failure,0,2.8666666666666667,161.0,1.0,2010-01-25,Monday,January,1,Student/Retired/Unemployed,0,0
32,management,Single,tertiary,307,0,0,cellular,1,201,3,success,0,1.6,201.0,3.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
50,management,Married,tertiary,5969,0,0,cellular,1,544,2,failure,1,7.583333333333333,544.0,2.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
61,management,Married,tertiary,13546,0,0,cellular,2,283,3,success,0,5.3,283.0,3.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
27,admin.,Married,tertiary,2855,0,0,cellular,1,301,3,failure,1,4.0,301.0,3.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
27,student,Single,secondary,2015,0,0,cellular,1,245,1,other,0,1.45,245.0,1.0,2010-01-25,Monday,January,1,Student/Retired/Unemployed,0,0
30,technician,Single,secondary,323,0,0,cellular,1,151,3,failure,0,1.9333333333333333,151.0,3.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
63,retired,Married,secondary,2716,0,0,cellular,1,-1,0,unknown,0,3.4166666666666665,,,2010-01-25,Monday,January,0,Student/Retired/Unemployed,0,0
63,retired,Married,secondary,474,0,0,cellular,1,-1,0,unknown,1,7.05,,,2010-01-25,Monday,January,0,Student/Retired/Unemployed,0,0
36,management,Married,tertiary,203,0,0,cellular,1,88,1,success,1,4.25,88.0,1.0,2010-01-25,Monday,January,1,Admin/Mgmt/Tech,0,0
38,unemployed,Married,primary,7005,1,0,cellular,1,202,2,success,1,11.6,202.0,2.0,2010-01-25,Monday,January,1,Student/Retired/Unemployed,1,0
27,admin.,Single,tertiary,689,0,0,cellular,1,307,1,failure,0,1.6333333333333333,307.0,1.0,2010-01-26,Tuesday,January,1,Admin/Mgmt/Tech,0,0
30,student,Single,secondary,3096,0,0,cellular,1,-1,0,unknown,0,2.05,,,2010-01-26,Tuesday,January,0,Student/Retired/Unemployed,0,0
92,retired,Married,unknown,775,0,0,cellular,4,96,3,success,1,2.7333333333333334,96.0,3.0,2010-01-26,Tuesday,January,1,Student/Retired/Unemployed,0,0
33,admin.,Single,tertiary,0,0,0,cellular,1,-1,0,unknown,0,1.55,,,2010-01-26,Tuesday,January,0,Admin/Mgmt/Tech,0,0
40,admin.,Married,tertiary,1108,0,0,cellular,1,92,5,failure,0,3.8,92.0,5.0,2010-01-26,Tuesday,January,1,Admin/Mgmt/Tech,0,0
77,retired,Married,secondary,4112,0,0,telephone,1,95,2,success,1,26.933333333333334,95.0,2.0,2010-01-26,Tuesday,January,1,Student/Retired/Unemployed,0,0
74,retired,Married,secondary,935,0,0,cellular,1,104,1,other,0,1.6666666666666667,104.0,1.0,2010-01-26,Tuesday,January,1,Student/Retired/Unemployed,0,0
56,retired,Married,secondary,0,0,0,cellular,2,-1,0,unknown,0,6.883333333333334,,,2010-01-26,Tuesday,January,0,Student/Retired/Unemployed,0,0
68,retired,Single,tertiary,2144,0,0,cellular,1,96,3,success,1,11.8,96.0,3.0,2010-01-26,Tuesday,January,1,Student/Retired/Unemployed,0,0
48,management,Married,tertiary,1167,1,1,cellular,4,50,4,other,0,2.033333333333333,50.0,4.0,2010-01-26,Tuesday,January,1,Admin/Mgmt/Tech,1,1
45,admin.,Married,secondary,2556,0,0,telephone,2,-1,0,unknown,0,3.2666666666666666,,,2010-01-26,Tuesday,January,0,Admin/Mgmt/Tech,0,0
30,admin.,Single,secondary,255,0,0,cellular,1,-1,0,unknown,1,2.3833333333333333,,,2010-01-27,Wednesday,January,0,Admin/Mgmt/Tech,0,0
81,retired,Married,primary,243,0,0,cellular,1,92,1,success,1,5.666666666666667,92.0,1.0,2010-01-27,Wednesday,January,1,Student/Retired/Unemployed,0,0
35,technician,Married,secondary,746,0,1,cellular,1,-1,0,unknown,0,4.0,,,2010-01-27,Wednesday,January,0,Admin/Mgmt/Tech,1,0
42,unknown,Single,unknown,942,0,0,cellular,1,92,2,success,1,4.083333333333333,92.0,2.0,2010-01-27,Wednesday,January,1,Unknown,0,0
28,technician,Single,unknown,0,1,0,cellular,1,92,2,success,0,3.05,92.0,2.0,2010-01-27,Wednesday,January,1,Admin/Mgmt/Tech,1,0
36,technician,Married,tertiary,6,1,0,cellular,1,435,1,failure,0,1.6666666666666667,435.0,1.0,2010-01-27,Wednesday,January,1,Admin/Mgmt/Tech,1,0
38,blue-collar,Single,secondary,0,0,0,cellular,1,92,4,success,0,4.0,92.0,4.0,2010-01-27,Wednesday,January,1,Blue-collar/Service,0,0
48,admin.,Single,secondary,1180,0,0,cellular,1,238,3,other,1,2.3666666666666667,238.0,3.0,2010-01-27,Wednesday,January,1,Admin/Mgmt/Tech,0,0
52,services,Married,secondary,992,1,0,cellular,1,92,2,success,1,5.7,92.0,2.0,2010-01-27,Wednesday,January,1,Blue-collar/Service,1,0
38,housemaid,Single,secondary,70,0,0,cellular,4,92,4,success,1,2.7333333333333334,92.0,4.0,2010-01-27,Wednesday,January,1,Blue-collar/Service,0,0
55,management,Married,unknown,831,1,1,telephone,1,100,6,failure,0,1.6666666666666667,100.0,6.0,2010-01-27,Wednesday,January,1,Admin/Mgmt/Tech,1,1
71,unknown,Married,tertiary,353,0,0,cellular,1,93,2,failure,0,3.466666666666667,93.0,2.0,2010-01-27,Wednesday,January,1,Unknown,0,0
61,admin.,Married,unknown,4629,1,0,cellular,1,92,1,success,1,3.0166666666666666,92.0,1.0,2010-01-27,Wednesday,January,1,Admin/Mgmt/Tech,1,0
30,blue-collar,Married,secondary,319,0,0,cellular,2,-1,0,unknown,0,3.5,,,2010-01-27,Wednesday,January,0,Blue-collar/Service,0,0
20,student,Single,unknown,829,0,0,cellular,3,202,2,success,1,3.2666666666666666,202.0,2.0,2010-01-27,Wednesday,January,1,Student/Retired/Unemployed,0,0
50,blue-collar,Married,unknown,51,0,0,telephone,3,-1,0,unknown,0,3.316666666666667,,,2010-01-27,Wednesday,January,0,Blue-collar/Service,0,0
70,retired,Married,secondary,2626,0,0,telephone,3,147,2,success,0,2.9166666666666665,147.0,2.0,2010-01-27,Wednesday,January,1,Student/Retired/Unemployed,0,0
69,retired,Single,secondary,4572,0,0,cellular,2,92,3,success,0,3.0833333333333335,92.0,3.0,2010-01-27,Wednesday,January,1,Student/Retired/Unemployed,0,0
54,admin.,Married,secondary,0,0,0,cellular,1,-1,0,unknown,1,9.416666666666666,,,2010-01-27,Wednesday,January,0,Admin/Mgmt/Tech,0,0
39,admin.,Married,secondary,0,0,0,cellular,1,436,10,failure,1,6.1,436.0,10.0,2010-01-27,Wednesday,January,1,Admin/Mgmt/Tech,0,0
44,technician,Married,secondary,2776,1,0,cellular,1,-1,0,unknown,1,11.683333333333334,,,2010-01-27,Wednesday,January,0,Admin/Mgmt/Tech,1,0
26,admin.,Single,secondary,614,0,0,cellular,1,-1,0,unknown,0,1.7166666666666666,,,2010-01-27,Wednesday,January,0,Admin/Mgmt/Tech,0,0
56,unemployed,Single,primary,282,0,0,cellular,2,-1,0,unknown,0,2.6,,,2010-01-28,Thursday,January,0,Student/Retired/Unemployed,0,0
73,retired,Married,primary,279,0,0,cellular,3,-1,0,unknown,1,6.65,,,2010-01-28,Thursday,January,0,Student/Retired/Unemployed,0,0
44,admin.,Married,secondary,2403,1,0,cellular,2,-1,0,unknown,0,3.0,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,1,0
61,retired,Married,secondary,89,0,0,cellular,2,92,3,failure,0,7.95,92.0,3.0,2010-01-28,Thursday,January,1,Student/Retired/Unemployed,0,0
66,retired,Married,tertiary,908,0,0,cellular,2,-1,0,unknown,0,2.6,,,2010-01-28,Thursday,January,0,Student/Retired/Unemployed,0,0
36,student,Single,tertiary,129,0,0,cellular,1,93,1,success,1,15.3,93.0,1.0,2010-01-28,Thursday,January,1,Student/Retired/Unemployed,0,0
33,management,Single,tertiary,373,0,1,cellular,3,93,1,failure,0,2.816666666666667,93.0,1.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,1,0
76,retired,Married,unknown,8919,0,0,cellular,1,-1,0,unknown,0,3.85,,,2010-01-28,Thursday,January,0,Student/Retired/Unemployed,0,0
48,management,Married,tertiary,157,0,0,cellular,4,-1,0,unknown,1,6.95,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,0,0
52,services,Married,secondary,659,0,0,cellular,4,93,1,success,1,6.5,93.0,1.0,2010-01-28,Thursday,January,1,Blue-collar/Service,0,0
66,retired,Married,primary,747,0,0,telephone,3,93,1,failure,0,3.3833333333333333,93.0,1.0,2010-01-28,Thursday,January,1,Student/Retired/Unemployed,0,0
38,technician,Single,tertiary,6889,1,0,cellular,1,286,3,failure,0,3.2333333333333334,286.0,3.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,1,0
32,admin.,Single,tertiary,291,0,0,telephone,6,275,5,other,0,3.716666666666667,275.0,5.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
48,management,Married,tertiary,3494,0,0,cellular,3,97,1,other,0,2.4166666666666665,97.0,1.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
30,blue-collar,Married,secondary,2493,0,0,cellular,2,-1,0,unknown,1,4.883333333333334,,,2010-01-28,Thursday,January,0,Blue-collar/Service,0,0
39,admin.,Married,tertiary,1022,1,1,cellular,2,-1,0,unknown,0,2.05,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,1,1
36,management,Married,tertiary,3949,0,0,cellular,2,-1,0,unknown,1,2.1666666666666665,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,0,0
49,technician,Single,unknown,387,0,0,cellular,1,-1,0,unknown,1,5.416666666666667,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,0,0
29,management,Single,tertiary,187,1,0,cellular,2,555,2,failure,0,2.566666666666667,555.0,2.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,1,0
35,technician,Married,secondary,481,1,1,telephone,4,164,1,other,0,2.35,164.0,1.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,1,1
42,management,Single,tertiary,7560,0,0,cellular,1,-1,0,unknown,1,2.2,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,0,0
80,retired,Married,primary,997,0,0,cellular,1,91,3,success,1,2.5166666666666666,91.0,3.0,2010-01-28,Thursday,January,1,Student/Retired/Unemployed,0,0
68,retired,Single,primary,363,0,0,cellular,1,-1,0,unknown,0,3.216666666666667,,,2010-01-28,Thursday,January,0,Student/Retired/Unemployed,0,0
31,housemaid,Single,tertiary,2017,1,0,cellular,1,286,5,failure,0,2.783333333333333,286.0,5.0,2010-01-28,Thursday,January,1,Blue-collar/Service,1,0
33,technician,Married,tertiary,1699,0,0,cellular,1,83,3,success,1,3.3666666666666667,83.0,3.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
56,technician,Married,tertiary,1181,0,0,cellular,1,433,1,failure,1,3.1,433.0,1.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
64,management,Married,tertiary,3951,0,0,cellular,1,91,1,success,1,2.2333333333333334,91.0,1.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
54,admin.,Married,secondary,0,0,0,cellular,1,98,2,failure,1,2.683333333333333,98.0,2.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
27,unknown,Single,tertiary,6421,0,0,telephone,4,-1,0,unknown,0,2.45,,,2010-01-28,Thursday,January,0,Unknown,0,0
52,technician,Married,tertiary,2557,0,0,cellular,5,204,2,success,1,2.2333333333333334,204.0,2.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
63,technician,Married,secondary,896,1,0,cellular,3,91,4,other,0,1.9166666666666667,91.0,4.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,1,0
34,admin.,Married,tertiary,0,0,0,cellular,2,-1,0,unknown,1,2.5833333333333335,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,0,0
50,management,Married,tertiary,2366,0,0,cellular,2,149,1,other,1,13.6,149.0,1.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,0,0
66,retired,Married,tertiary,1948,0,0,cellular,1,91,4,success,1,3.6,91.0,4.0,2010-01-28,Thursday,January,1,Student/Retired/Unemployed,0,0
36,management,Married,tertiary,2283,0,0,cellular,2,-1,0,unknown,0,3.55,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,0,0
31,self-employed,Single,tertiary,283,0,0,cellular,2,241,1,failure,0,1.6333333333333333,241.0,1.0,2010-01-28,Thursday,January,1,Entrepreneur/Self-employed,0,0
52,blue-collar,Married,primary,306,0,0,cellular,1,-1,0,unknown,1,3.716666666666667,,,2010-01-28,Thursday,January,0,Blue-collar/Service,0,0
82,housemaid,Single,primary,1381,0,0,cellular,3,93,1,failure,0,1.4333333333333333,93.0,1.0,2010-01-28,Thursday,January,1,Blue-collar/Service,0,0
62,technician,Married,unknown,4727,1,0,telephone,4,90,4,other,0,1.3333333333333333,90.0,4.0,2010-01-28,Thursday,January,1,Admin/Mgmt/Tech,1,0
60,admin.,Married,secondary,438,1,0,telephone,2,-1,0,unknown,0,2.933333333333333,,,2010-01-28,Thursday,January,0,Admin/Mgmt/Tech,1,0
62,entrepreneur,Married,secondary,3904,0,0,telephone,2,-1,0,unknown,1,6.716666666666667,,,2010-01-29,Friday,January,0,Entrepreneur/Self-employed,0,0
60,retired,Married,secondary,18967,1,0,cellular,2,-1,0,unknown,1,2.95,,,2010-01-29,Friday,January,0,Student/Retired/Unemployed,1,0
43,self-employed,Married,tertiary,2501,0,0,cellular,4,-1,0,unknown,0,2.55,,,2010-01-29,Friday,January,0,Entrepreneur/Self-employed,0,0
46,admin.,Married,secondary,179,1,0,cellular,4,436,1,other,0,3.2333333333333334,436.0,1.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,1,0
28,admin.,Single,secondary,261,1,1,cellular,3,142,6,success,1,4.233333333333333,142.0,6.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,1,1
26,technician,Single,secondary,2002,0,0,cellular,1,-1,0,unknown,1,2.433333333333333,,,2010-01-29,Friday,January,0,Admin/Mgmt/Tech,0,0
56,retired,Single,primary,694,0,0,cellular,1,102,1,other,1,2.4,102.0,1.0,2010-01-29,Friday,January,1,Student/Retired/Unemployed,0,0
34,management,Married,tertiary,5878,0,0,cellular,7,98,3,success,0,2.65,98.0,3.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,0,0
36,technician,Married,tertiary,202,0,0,cellular,1,120,3,failure,1,5.216666666666667,120.0,3.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,0,0
26,admin.,Single,secondary,338,0,0,cellular,1,92,3,success,0,4.083333333333333,92.0,3.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,0,0
54,admin.,Single,secondary,1958,0,0,telephone,1,206,6,failure,0,2.9833333333333334,206.0,6.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,0,0
32,management,Single,tertiary,530,1,0,cellular,1,127,3,failure,0,2.183333333333333,127.0,3.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,1,0
60,blue-collar,Married,primary,5,0,0,cellular,1,92,1,success,1,8.883333333333333,92.0,1.0,2010-01-29,Friday,January,1,Blue-collar/Service,0,0
26,technician,Single,tertiary,1972,1,0,cellular,2,-1,0,unknown,0,3.683333333333333,,,2010-01-29,Friday,January,0,Admin/Mgmt/Tech,1,0
48,management,Married,tertiary,866,0,0,cellular,2,-1,0,unknown,0,2.433333333333333,,,2010-01-29,Friday,January,0,Admin/Mgmt/Tech,0,0
42,management,Single,tertiary,706,0,0,cellular,2,-1,0,unknown,0,2.2,,,2010-01-29,Friday,January,0,Admin/Mgmt/Tech,0,0
35,unemployed,Single,tertiary,154,0,0,cellular,2,-1,0,unknown,0,1.75,,,2010-01-29,Friday,January,0,Student/Retired/Unemployed,0,0
26,management,Single,tertiary,592,0,0,telephone,2,164,1,other,0,2.4166666666666665,164.0,1.0,2010-01-29,Friday,January,1,Admin/Mgmt/Tech,0,0
51,management,Married,unknown,1708,0,0,telephone,3,-1,0,unknown,0,1.5333333333333334,,,2010-01-29,Friday,January,0,Admin/Mgmt/Tech,0,0
45,management,Single,tertiary,4831,0,0,cellular,11,-1,0,unknown,1,7.983333333333333,,,2010-01-29,Friday,January,0,Admin/Mgmt/Tech,0,0
20,student,Single,primary,0,0,0,cellular,5,91,8,failure,0,2.3833333333333333,91.0,8.0,2010-02-01,Monday,February,1,Student/Retired/Unemployed,0,0
29,technician,Married,secondary,1599,1,0,cellular,2,96,3,failure,0,3.3333333333333335,96.0,3.0,2010-02-01,Monday,February,1,Admin/Mgmt/Tech,1,0
60,management,Married,unknown,264,0,0,telephone,1,-1,0,unknown,1,4.416666666666667,,,2010-02-01,Monday,February,0,Admin/Mgmt/Tech,0,0
33,entrepreneur,Single,secondary,278,0,0,cellular,5,-1,0,unknown,1,9.383333333333333,,,2010-02-01,Monday,February,0,Entrepreneur/Self-employed,0,0
40,management,Single,tertiary,257,0,0,cellular,1,209,1,failure,0,2.45,209.0,1.0,2010-02-01,Monday,February,1,Admin/Mgmt/Tech,0,0
40,blue-collar,Married,secondary,275,1,0,cellular,2,-1,0,unknown,0,3.2666666666666666,,,2010-02-01,Monday,February,0,Blue-collar/Service,1,0
72,retired,Single,tertiary,1285,0,0,telephone,2,91,7,failure,0,4.666666666666667,91.0,7.0,2010-02-01,Monday,February,1,Student/Retired/Unemployed,0,0
77,retired,Married,tertiary,7802,0,0,telephone,2,-1,0,unknown,1,8.05,,,2010-02-01,Monday,February,0,Student/Retired/Unemployed,0,0
36,admin.,Single,tertiary,980,0,0,cellular,2,95,2,failure,0,5.716666666666667,95.0,2.0,2010-02-01,Monday,February,1,Admin/Mgmt/Tech,0,0
65,retired,Married,tertiary,1973,0,0,telephone,1,287,3,success,0,2.0166666666666666,287.0,3.0,2010-02-02,Tuesday,February,1,Student/Retired/Unemployed,0,0
60,management,Married,tertiary,3401,0,0,cellular,1,95,2,success,0,2.0166666666666666,95.0,2.0,2010-02-02,Tuesday,February,1,Admin/Mgmt/Tech,0,0
37,unemployed,Single,tertiary,953,1,0,cellular,1,155,5,failure,0,1.7,155.0,5.0,2010-02-02,Tuesday,February,1,Student/Retired/Unemployed,1,0
67,management,Married,secondary,1287,0,0,cellular,1,-1,0,unknown,0,8.516666666666667,,,2010-02-02,Tuesday,February,0,Admin/Mgmt/Tech,0,0
33,management,Married,tertiary,62,1,0,cellular,1,264,1,failure,0,1.7,264.0,1.0,2010-02-02,Tuesday,February,1,Admin/Mgmt/Tech,1,0
65,retired,Married,secondary,23421,0,0,cellular,1,-1,0,unknown,0,7.2,,,2010-02-02,Tuesday,February,0,Student/Retired/Unemployed,0,0
66,retired,Married,primary,3629,0,0,cellular,1,172,2,other,1,7.9,172.0,2.0,2010-02-02,Tuesday,February,1,Student/Retired/Unemployed,0,0
45,management,Married,tertiary,547,0,0,cellular,1,-1,0,unknown,1,9.616666666666667,,,2010-02-02,Tuesday,February,0,Admin/Mgmt/Tech,0,0
30,student,Single,unknown,4468,0,0,cellular,1,-1,0,unknown,1,3.4,,,2010-02-02,Tuesday,February,0,Student/Retired/Unemployed,0,0
33,unemployed,Single,tertiary,685,1,0,cellular,1,96,2,failure,0,1.75,96.0,2.0,2010-02-02,Tuesday,February,1,Student/Retired/Unemployed,1,0
29,admin.,Single,tertiary,514,0,0,cellular,1,-1,0,unknown,0,4.5,,,2010-02-02,Tuesday,February,0,Admin/Mgmt/Tech,0,0
